Date,Time,CO(GT),NOx(GT),NO2(GT),O3(GT),SO2(GT),PM2.5,PM10,Temperature,Humidity,Pressure,WindSpeed,WindDirection,CO_NOx_Ratio,NOx_NO2_Ratio,Temp_Humidity_Index,AirQualityIndex,CO_MA3,NO2_MA3,O3_MA3,DayOfWeek,Hour
2024-01-01,00:00,3.807947176588889,172.02676760679424,144.3333168655317,118.12083155459602,1.2156788411855275,648.0627188339002,928.9193980026037,28.564579539435464,12.399195243972468,1041.6592365364395,5.97824082408833,209.9842668110531,0.0220078501682612,1.1836705534351797,3.541777987714415,343.3530464755577,3.807947176588889,144.3333168655317,118.12083155459602,0,0
2024-01-01,01:00,9.51207163345817,241.8242664606959,137.7693178782124,15.32582998810266,1.0161778037143454,561.3891726041873,840.5235844593267,6.793191692596672,10.716451116903228,1045.0213607394526,1.8963555032411603,319.53489033895937,0.0391726567204427,1.7426349726164052,0.7279890670146533,206.2820275058844,6.66000940502353,141.05131737187207,66.72333077134934,0,1
2024-01-01,02:00,7.34674002393291,228.28811800725757,20.05508553400817,44.37703625021928,24.14090957896555,199.21438250131916,299.72241735420107,24.43655165085725,30.19379223522176,950.441013398031,2.5271844994443198,274.6442997321444,0.0320415208942504,10.842421781594124,7.378321634912492,140.17091969111388,6.888919611326656,100.71924009258407,59.27456593097266,0,2
2024-01-01,03:00,6.026718993550662,47.01607150343833,184.5919085762542,139.48860301978587,2.435391545263162,896.4031295970557,1368.2362116877537,26.463950624075487,81.93888532083966,981.7075031376356,3.613422563618436,312.26602305327367,0.1255146205186549,0.2533303949731236,21.684266153224844,307.92858794951724,7.62851021698058,114.13877066282494,66.39715641936927,0,3
2024-01-01,04:00,1.6445845403801216,45.6255914527007,114.1259682292071,95.63476780850873,48.75209512945635,458.08323940613104,618.7819409451553,10.530330899560818,91.42728923569484,1033.7378029465226,4.073066687298967,21.392120487575053,0.0352721432402304,0.3963101648957565,9.627596089017215,370.1345562410558,5.0060145192878975,106.25765411315648,93.16680235950464,0,4
2024-01-01,05:00,1.6443457513284063,81.18413595572909,73.38137870600116,167.106462059881,11.881193552528206,306.7896602225767,489.81285402623155,16.37135442450131,45.25915293087383,1003.6445205351536,4.845236184210881,114.5255156117431,0.0200080676423267,1.0914577998966168,7.409536335840427,127.29246738629811,3.10521642841973,124.0330851704875,134.0766109627252,0,5
2024-01-01,06:00,0.6750277604651747,108.96134317597011,151.55117811556602,77.74650209310242,24.16057173887739,752.9395864351783,994.1897980726287,13.169519070511477,60.68787369460107,1030.7508733482152,5.1092005792698885,114.73629973009368,0.0061387733267766,0.7142609091712543,7.992301099698406,149.6999505479386,1.3213193507245675,113.01950835025808,113.49591065383072,0,6
2024-01-01,07:00,8.675143843171858,123.1282188411363,52.21572622192517,156.69641348069223,3.995743870598957,317.7940863305795,445.1969018776787,37.63070483595403,73.54473417598427,1035.3323282837937,9.11432690975072,236.5362207967032,0.0698885710611429,2.3137562443037147,27.67540184015165,320.14695847554304,3.664839118321813,92.38276101449746,133.84979254455854,0,7
2024-01-01,08:00,6.051038616257767,204.22946783317025,139.00845757221776,81.36302330860451,26.580372392391663,503.74246736259846,731.2000089213204,9.397698805821433,95.76430293265538,994.2626219941322,10.191463816520823,161.50141753362368,0.0294842581825365,1.4586937916077438,8.999640753105373,482.61163009029264,5.133736739964933,114.258453969903,105.26864629413303,0,8
2024-01-01,09:00,7.10991852018085,17.947449217584786,8.902530306877196,176.28544188765537,19.617850132223012,106.04753441971619,190.73764293313621,3.2495369001232337,92.16390135676885,985.8982938024784,6.177584162527118,279.89013717073504,0.375244099537275,1.8124104306068607,2.9948999831813814,106.93576833488784,7.278700326536825,66.70890470034004,138.114959558984,0,9
